brand,model,brand_encoded,model_encoded,year,km_driven,owner,mileage,engine,max_power,seats,fuel_CNG,fuel_Diesel,fuel_LPG,fuel_Petrol,seller_type_Dealer,seller_type_Individual,seller_type_Trustmark Dealer,transmission_Automatic,transmission_Manual,selling_price
Hyundai,i20,11,196,2016,35000,1,18.6,1197,81.83,5.0,0,0,0,1,0,1,0,0,1,650000
Maruti,Swift,20,152,2016,35000,1,26.59,1248,74.0,5.0,0,1,0,0,0,1,0,0,1,500000
Maruti,Swift,20,152,2016,35000,1,26.59,1248,74.0,5.0,0,1,0,0,0,1,0,0,1,500000
Mahindra,XUV500,19,187,2017,25000,1,16.0,2179,140.0,7.0,0,1,0,0,0,1,0,0,1,1350000
Volkswagen,Ameo,29,13,2018,40000,1,21.66,1498,108.62,5.0,0,1,0,0,0,1,0,0,1,600000
Hyundai,Creta,11,40,2017,25000,1,19.67,1582,126.2,5.0,0,1,0,0,0,1,0,0,1,1200000
BMW,X6,3,178,2013,56000,1,11.2,2993,241.0,4.0,0,1,0,0,1,0,0,1,0,3750000
Maruti,Swift,20,152,2018,41779,1,21.21,1197,81.8,5.0,0,0,0,1,1,0,0,0,1,795000
Honda,Jazz,10,85,2016,54000,1,18.7,1199,88.7,5.0,0,0,0,1,1,0,0,0,1,625000
Mercedes-Benz,E-Class,21,46,2016,31000,1,13.0,2143,204.0,5.0,0,1,0,0,1,0,0,1,0,2900000
Maruti,Ignis,20,80,2017,37000,1,26.8,1248,74.0,5.0,0,1,0,0,0,1,0,1,0,625000
Chevrolet,Cruze,4,42,2011,90000,2,18.1,1991,147.9,4.0,0,1,0,0,0,1,0,1,0,440000
Toyota,Corolla,28,39,2018,13534,1,14.28,1798,138.03,5.0,0,0,0,1,1,0,0,0,1,1400000
Toyota,Corolla,28,39,2017,7000,2,14.53,1794,138.1,5.0,0,0,0,1,1,0,0,1,0,1450000
Mercedes-Benz,GLA,21,67,2017,23000,1,17.9,2143,136.0,5.0,0,1,0,0,1,0,0,1,0,2700000
Hyundai,Grand,11,73,2017,23456,1,18.9,1197,82.0,5.0,0,0,0,1,1,0,0,0,1,550000
Toyota,Innova,28,84,2019,43000,1,11.36,2755,171.5,8.0,0,1,0,0,1,0,0,1,0,1925000
Mahindra,XUV500,19,187,2015,39000,1,16.0,2179,140.0,7.0,0,1,0,0,1,0,0,0,1,1225000
Honda,WR-V,10,170,2017,15000,1,17.5,1199,88.7,5.0,0,0,0,1,0,1,0,0,1,700000
Maruti,Swift,20,152,2013,40000,1,23.4,1248,74.0,5.0,0,1,0,0,0,1,0,0,1,530000
Kia,Seltos,15,143,2020,5000,1,17.8,1493,113.4,5.0,0,1,0,0,1,0,0,1,0,1900000
Maruti,Ciaz,20,34,2017,70000,1,28.09,1248,88.5,5.0,0,1,0,0,1,0,0,0,1,844999
Skoda,Rapid,26,126,2016,99000,1,21.66,1498,103.52,5.0,0,1,0,0,1,0,0,1,0,650000
Maruti,Swift,20,152,2018,15000,1,22.0,1197,81.8,5.0,0,0,0,1,1,0,0,0,1,750000
BMW,6,3,2,2018,28156,1,17.09,2993,261.4,4.0,0,1,0,0,1,0,0,1,0,6000000
Honda,Jazz,10,85,2015,30000,1,18.7,1199,88.7,5.0,0,0,0,1,1,0,0,0,1,610000
Chevrolet,Beat,4,23,2010,70000,1,18.6,1199,79.4,5.0,0,0,0,1,0,1,0,0,1,150000
Maruti,Swift,20,152,2014,40000,1,19.1,1197,85.8,5.0,0,0,0,1,0,1,0,0,1,475000
Mahindra,Scorpio,19,142,2008,136500,4,12.7,2609,120.0,8.0,0,1,0,0,0,1,0,0,1,375000
Mahindra,KUV,19,87,2016,70000,2,25.32,1198,77.0,6.0,0,1,0,0,0,1,0,0,1,425000
Honda,City,10,35,2015,90000,2,25.1,1498,98.6,5.0,0,1,0,0,0,1,0,0,1,800000
Maruti,800,20,4,1996,32000,2,16.1,796,37.0,4.0,0,0,0,1,0,1,0,0,1,40000
Maruti,Wagon R,20,171,2018,8000,2,20.51,998,67.0,5.0,0,0,0,1,0,1,0,1,0,509999
Toyota,Etios,28,58,2015,170000,1,23.59,1364,67.04,5.0,0,1,0,0,0,1,0,0,1,387000
Maruti,Alto,20,11,2014,25000,1,22.74,796,47.3,5.0,0,0,0,1,0,1,0,0,1,235000
Tata,Sumo,27,148,2000,120000,4,12.2,1948,68.0,10.0,0,1,0,0,0,1,0,0,1,95000
Maruti,Swift,20,152,2010,110000,3,17.8,1248,75.0,5.0,0,1,0,0,0,1,0,0,1,340000
Mahindra,XUV500,19,187,2016,100000,1,16.0,2179,140.0,7.0,0,1,0,0,0,1,0,0,1,1000000
Ford,Ikon,9,81,2009,115000,2,13.8,1399,68.0,5.0,0,1,0,0,0,1,0,0,1,160000
Mahindra,Scorpio,19,142,2008,120000,4,12.7,2609,120.0,8.0,0,1,0,0,0,1,0,0,1,365000
Skoda,Fabia,26,59,2011,265000,2,20.86,1199,75.0,5.0,0,1,0,0,0,1,0,0,1,300000
Maruti,Swift,20,152,2008,90000,2,17.8,1248,75.0,5.0,0,1,0,0,0,1,0,0,1,260000
Honda,Jazz,10,85,2018,40000,1,18.2,1199,88.7,5.0,0,0,0,1,0,1,0,1,0,860000
Hyundai,Verna,11,168,2008,55000,2,13.9,1599,103.2,5.0,0,0,0,1,0,1,0,0,1,114999
Maruti,Alto,20,11,2007,90000,2,19.7,796,46.3,5.0,0,0,0,1,0,1,0,0,1,100000
Volkswagen,Vento,29,164,2014,111000,1,20.34,1498,103.2,5.0,0,1,0,0,0,1,0,0,1,565000
Mahindra,Xylo,19,190,2013,120000,2,11.68,2498,112.0,7.0,0,1,0,0,0,1,0,0,1,450000
Maruti,Baleno,20,22,2017,15000,1,21.4,1197,83.1,5.0,0,0,0,1,0,1,0,0,1,625000
Maruti,Alto,20,11,2016,30000,2,22.74,796,47.3,5.0,0,0,0,1,0,1,0,0,1,280000
Maruti,Alto,20,11,2017,50000,1,23.95,998,67.05,5.0,0,0,0,1,0,1,0,0,1,330000
Hyundai,Creta,11,40,2015,40000,1,19.67,1582,126.2,5.0,0,1,0,0,0,1,0,0,1,1300000
Tata,Indica,27,82,2008,50000,2,15.3,1396,70.0,5.0,0,0,0,1,0,1,0,0,1,65000
Tata,Tiago,27,158,2018,45000,2,23.84,1199,84.0,5.0,0,0,0,1,0,1,0,0,1,480000
Tata,Tiago,27,158,2016,35000,2,27.28,1047,69.0,5.0,0,1,0,0,0,1,0,0,1,400000
Tata,New,27,108,2009,80000,1,13.93,2179,138.0,7.0,0,1,0,0,0,1,0,0,1,500000
Mahindra,Xylo,19,190,2012,120000,1,11.68,2498,112.0,7.0,0,1,0,0,0,1,0,0,1,320000
Mahindra,XUV500,19,187,2014,90000,2,15.1,2179,140.0,7.0,0,1,0,0,0,1,0,0,1,750000
Mahindra,Bolero,19,24,2017,100000,1,16.5,1493,70.0,7.0,0,1,0,0,0,1,0,0,1,620000
Maruti,Swift,20,152,2011,120000,3,19.3,1248,73.9,5.0,0,1,0,0,0,1,0,0,1,300000
Hyundai,Creta,11,40,2018,15000,1,15.8,1591,121.3,5.0,0,0,0,1,0,1,0,0,1,1405000
Maruti,Alto,20,11,2017,15000,1,24.7,796,47.3,5.0,0,0,0,1,0,1,0,0,1,282000
Maruti,Swift,20,152,2017,15000,1,21.21,1197,81.8,5.0,0,0,0,1,0,1,0,1,0,700000
Ford,Figo,9,61,2017,70000,1,25.83,1498,99.0,5.0,0,1,0,0,0,1,0,0,1,700000
Ford,EcoSport,9,49,2015,135000,1,22.77,1498,98.59,5.0,0,1,0,0,0,1,0,0,1,600000
Skoda,Rapid,26,126,2012,80000,2,20.5,1598,103.5,5.0,0,1,0,0,0,1,0,0,1,290000
Chevrolet,Cruze,4,42,2011,80000,2,18.1,1991,147.9,4.0,0,1,0,0,0,1,0,1,0,430000
Hyundai,i20,11,196,2017,19000,1,18.6,1197,81.83,5.0,0,0,0,1,0,1,0,0,1,575000
Hyundai,Creta,11,40,2017,42000,1,15.29,1591,121.3,5.0,0,0,0,1,0,1,0,0,1,875000
Maruti,Wagon R,20,171,2010,77000,1,18.9,998,67.1,5.0,0,0,0,1,0,1,0,0,1,180000
Maruti,Ritz,20,129,2012,120000,1,23.2,1248,73.94,5.0,0,1,0,0,0,1,0,0,1,229999
Toyota,Glanza,28,72,2019,10000,1,19.56,1197,81.8,5.0,0,0,0,1,0,1,0,1,0,800000
Chevrolet,Spark,4,146,2009,110000,3,16.5,995,63.0,5.0,0,0,0,1,0,1,0,0,1,60000
Maruti,SX4,20,136,2009,110000,1,15.0,1586,104.68,5.0,0,0,0,1,0,1,0,0,1,150000
Tata,Indigo,27,83,2007,90000,3,23.57,1396,70.0,5.0,0,1,0,0,0,1,0,0,1,100000
Hyundai,Creta,11,40,2015,90000,1,15.29,1591,121.3,5.0,0,0,0,1,0,1,0,0,1,900000
Hyundai,i20,11,196,2018,50000,1,22.54,1396,88.73,5.0,0,1,0,0,0,1,0,0,1,850000
Chevrolet,Beat,4,23,2014,50000,1,25.44,936,56.3,5.0,0,1,0,0,0,1,0,0,1,220000
Maruti,Alto,20,11,2014,40000,2,22.74,796,47.3,5.0,0,0,0,1,0,1,0,0,1,250000
Tata,Indica,27,82,2012,120000,1,22.3,1248,74.0,5.0,0,1,0,0,0,1,0,0,1,125000
Hyundai,Creta,11,40,2018,27000,1,15.8,1591,121.3,5.0,0,0,0,1,0,1,0,0,1,1200000
Tata,Indigo,27,83,2013,100000,1,23.57,1396,70.0,5.0,0,1,0,0,0,1,0,0,1,250000
Hyundai,i20,11,196,2014,70000,2,22.54,1396,88.73,5.0,0,1,0,0,0,1,0,0,1,440000
Tata,Tiago,27,158,2017,40000,1,23.84,1199,84.0,5.0,0,0,0,1,0,1,0,0,1,400000
Maruti,800,20,4,2002,62000,1,16.1,796,37.0,4.0,0,0,0,1,0,1,0,0,1,50000
Hyundai,Verna,11,168,2018,10000,1,17.0,1591,121.3,5.0,0,0,0,1,0,1,0,0,1,1000000
Honda,City,10,35,2014,160000,1,25.1,1498,98.6,5.0,0,1,0,0,0,1,0,0,1,600000
Hyundai,i20,11,196,2010,60000,1,17.0,1197,80.0,5.0,0,0,0,1,0,1,0,0,1,250000
Mahindra,Bolero,19,24,2009,110000,1,13.6,2523,63.0,7.0,0,1,0,0,0,1,0,0,1,310000
Maruti,Wagon R,20,171,2005,60000,4,18.9,998,67.1,5.0,0,0,0,1,0,1,0,0,1,120000
Mahindra,Xylo,19,190,2014,78000,1,11.68,2498,112.0,7.0,0,1,0,0,0,1,0,0,1,390000
Hyundai,Santro,11,140,2019,30000,1,20.3,1086,68.0,5.0,0,0,0,1,0,1,0,0,1,458000
Ford,EcoSport,9,49,2018,20000,1,23.0,1498,98.96,5.0,0,1,0,0,0,1,0,0,1,950000
Maruti,Swift,20,152,2017,21000,1,22.0,1197,81.8,5.0,0,0,0,1,0,1,0,0,1,650000
Maruti,Swift,20,152,2013,70000,1,22.9,1248,74.0,5.0,0,1,0,0,0,1,0,0,1,400000
Hyundai,Grand,11,73,2015,70000,2,18.9,1197,82.0,5.0,0,0,0,1,0,1,0,1,0,400000
Maruti,Alto,20,11,2006,42500,1,19.7,796,46.3,5.0,0,0,0,1,0,1,0,0,1,100000
Hyundai,i10,11,195,2012,25000,1,20.36,1197,78.9,5.0,0,0,0,1,0,1,0,0,1,350000
Tata,Aria,27,14,2013,80000,2,13.7,2197,138.1,7.0,0,1,0,0,0,1,0,0,1,450000
Mahindra,Scorpio,19,142,2006,90000,1,12.7,2609,116.6,8.0,0,1,0,0,0,1,0,0,1,350000
Volkswagen,Polo,29,118,2010,80000,4,22.07,1199,73.9,5.0,0,1,0,0,0,1,0,0,1,250000
Mahindra,Bolero,19,24,2013,146000,2,15.96,2523,62.1,7.0,0,1,0,0,0,1,0,0,1,450000
Maruti,800,20,4,2013,47200,3,16.1,796,37.0,4.0,0,0,0,1,0,1,0,0,1,157000
Mahindra,XUV500,19,187,2018,60000,1,15.1,2179,152.87,7.0,0,1,0,0,0,1,0,0,1,1500000
Mahindra,XUV500,19,187,2018,60000,1,15.1,2179,152.87,7.0,0,1,0,0,0,1,0,0,1,1500000
Tata,Indica,27,82,2007,100000,2,15.3,1193,65.3,5.0,0,0,0,1,0,1,0,0,1,75000
Chevrolet,Tavera,4,154,2010,100000,2,14.8,2499,80.0,10.0,0,1,0,0,0,1,0,0,1,280000
Hyundai,i20,11,196,2015,35000,1,18.6,1197,81.83,5.0,0,0,0,1,0,1,0,0,1,600000
Tata,Sumo,27,148,2012,120000,4,15.3,2956,83.8,7.0,0,1,0,0,0,1,0,0,1,250999
Toyota,Corolla,28,39,2010,80000,2,12.5,1794,132.0,5.0,0,0,0,1,0,1,0,0,1,350000
Renault,KWID,25,88,2016,34000,1,23.01,999,67.0,5.0,0,0,0,1,0,1,0,0,1,300000
Renault,Duster,25,44,2017,50000,1,19.87,1461,83.8,5.0,0,1,0,0,0,1,0,0,1,819999
Tata,Indigo,27,83,2010,100000,2,19.61,1405,70.0,5.0,0,1,0,0,0,1,0,0,1,409999
Hyundai,Verna,11,168,2008,52000,2,13.9,1599,103.2,5.0,0,0,0,1,0,1,0,0,1,275000
Maruti,Ertiga,20,56,2013,110000,1,20.77,1248,88.76,7.0,0,1,0,0,0,1,0,0,1,497000
Hyundai,i20,11,196,2015,70000,1,18.6,1197,81.83,5.0,0,0,0,1,0,1,0,0,1,500000
Mahindra,Bolero,19,24,2006,120000,2,14.0,2523,83.0,7.0,0,1,0,0,0,1,0,0,1,170000
Ford,Ecosport,9,50,2016,68609,1,22.7,1498,89.84,5.0,0,1,0,0,1,0,0,0,1,515000
Ford,EcoSport,9,49,2018,33360,1,22.77,1498,98.59,5.0,0,1,0,0,1,0,0,0,1,925000
Mahindra,Marazzo,19,103,2019,5000,1,17.3,1497,121.0,7.0,0,1,0,0,0,1,0,0,1,1460000
Isuzu,MUX,12,101,2019,10000,1,13.8,2999,174.57,7.0,0,1,0,0,0,1,0,1,0,2700000
Tata,Nexon,27,109,2017,35000,1,21.5,1497,108.5,5.0,0,1,0,0,0,1,0,0,1,830000
Ford,EcoSport,9,49,2019,30000,1,23.0,1498,98.96,5.0,0,1,0,0,0,1,0,0,1,975000
Ford,Aspire,9,15,2018,15000,1,20.4,1194,94.93,5.0,0,0,0,1,0,1,0,0,1,620000
Nissan,Kicks,23,89,2019,14317,1,14.23,1498,104.55,5.0,0,0,0,1,1,0,0,0,1,860000
Datsun,GO,6,69,2018,5000,2,20.63,1198,67.0,5.0,0,0,0,1,0,1,0,0,1,430000
Honda,City,10,35,2019,5000,1,18.0,1497,117.6,5.0,0,0,0,1,0,1,0,1,0,1227000
Honda,City,10,35,2017,28000,1,17.8,1497,117.3,5.0,0,0,0,1,0,1,0,0,1,860000
Ford,EcoSport,9,49,2018,40000,1,23.0,1498,98.96,5.0,0,1,0,0,0,1,0,0,1,950000
Ford,Figo,9,61,2012,87237,2,20.0,1399,68.05,5.0,0,1,0,0,1,0,0,0,1,225000
Chevrolet,Captiva,4,31,2011,99500,3,11.5,1991,147.9,7.0,0,1,0,0,0,1,0,0,1,500000
Ford,Figo,9,61,2017,62960,1,25.83,1498,99.0,5.0,0,1,0,0,1,0,0,0,1,500000
MG,Hector,18,78,2019,16500,1,13.96,1451,141.0,5.0,0,0,0,1,1,0,0,1,0,1700000
Maruti,Ertiga,20,56,2014,110000,1,20.77,1248,88.76,7.0,0,1,0,0,0,1,0,0,1,545000
Maruti,Swift,20,152,2011,72000,1,22.9,1248,74.0,5.0,0,1,0,0,0,1,0,0,1,400000
Maruti,Swift,20,152,2018,50000,1,28.4,1248,74.02,5.0,0,1,0,0,0,1,0,0,1,650000
Hyundai,Verna,11,168,2008,55000,2,13.9,1599,103.2,5.0,0,0,0,1,0,1,0,0,1,114999
Maruti,Baleno,20,22,2015,60000,1,27.39,1248,74.0,5.0,0,1,0,0,0,1,0,0,1,562000
Tata,Sumo,27,148,2002,120000,1,14.07,2956,83.1,7.0,0,1,0,0,0,1,0,0,1,96000
Jaguar,XE,13,183,2017,9000,1,13.6,1999,177.0,5.0,0,1,0,0,1,0,0,1,0,2711000
Lexus,ES,17,48,2019,20000,1,22.37,2487,214.56,5.0,0,0,0,1,1,0,0,1,0,5150000
Jaguar,XF,13,184,2017,45000,1,19.33,1999,177.0,5.0,0,1,0,0,1,0,0,1,0,3200000
Tata,Safari,27,137,2015,110000,1,14.1,2179,147.94,7.0,0,1,0,0,0,1,0,0,1,503000
Volvo,XC40,30,180,2019,20000,1,18.0,1969,190.0,5.0,0,1,0,0,0,1,0,1,0,3800000
Toyota,Camry,28,30,2016,68089,1,19.16,2494,157.7,5.0,0,0,0,1,0,0,1,1,0,2000000
Maruti,Wagon R,20,171,2013,58343,1,21.79,998,67.05,5.0,0,0,0,1,0,0,1,0,1,225000
Maruti,Baleno,20,22,2018,38817,1,27.39,1248,74.0,5.0,0,1,0,0,1,0,0,0,1,740000
Honda,Jazz,10,85,2016,56494,1,18.2,1199,88.7,5.0,0,0,0,1,0,0,1,0,1,550000
Toyota,Innova,28,84,2013,79328,2,12.99,2494,100.6,7.0,0,1,0,0,0,0,1,0,1,750000
Maruti,Swift,20,152,2019,5621,1,22.0,1197,81.8,5.0,0,0,0,1,0,0,1,1,0,650000
Toyota,Etios,28,58,2017,25538,1,16.78,1496,88.73,5.0,0,0,0,1,0,0,1,0,1,625000
Maruti,Swift,20,152,2018,69779,1,22.0,1197,81.8,5.0,0,0,0,1,1,0,0,1,0,600000
Hyundai,Grand,11,73,2017,56290,1,24.0,1186,73.97,5.0,0,1,0,0,1,0,0,0,1,450000
BMW,X4,3,176,2019,7500,1,16.78,1995,190.0,5.0,0,1,0,0,1,0,0,1,0,5400000
BMW,X4,3,176,2019,8500,1,16.78,1995,190.0,5.0,0,1,0,0,1,0,0,1,0,5500000
Honda,Amaze,10,12,2019,7032,1,19.0,1199,88.76,5.0,0,0,0,1,0,0,1,1,0,779000
Skoda,Rapid,26,126,2016,11000,1,14.3,1598,103.5,5.0,0,0,0,1,1,0,0,1,0,645000
Volvo,V40,30,163,2018,2000,1,16.8,1984,150.0,5.0,0,1,0,0,1,0,0,1,0,2475000
Jaguar,XE,13,183,2017,9000,1,13.6,1999,177.0,5.0,0,1,0,0,1,0,0,1,0,2711000
Lexus,ES,17,48,2019,20000,1,22.37,2487,214.56,5.0,0,0,0,1,1,0,0,1,0,5150000
Jaguar,XF,13,184,2017,45000,1,19.33,1999,177.0,5.0,0,1,0,0,1,0,0,1,0,3200000
Tata,Safari,27,137,2015,110000,1,14.1,2179,147.94,7.0,0,1,0,0,0,1,0,0,1,503000
Volvo,XC40,30,180,2019,20000,1,18.0,1969,190.0,5.0,0,1,0,0,0,1,0,1,0,3800000
Toyota,Camry,28,30,2016,68089,1,19.16,2494,157.7,5.0,0,0,0,1,0,0,1,1,0,2000000
Maruti,Wagon R,20,171,2013,58343,1,21.79,998,67.05,5.0,0,0,0,1,0,0,1,0,1,225000
Maruti,Baleno,20,22,2018,38817,1,27.39,1248,74.0,5.0,0,1,0,0,1,0,0,0,1,740000
Honda,Jazz,10,85,2016,56494,1,18.2,1199,88.7,5.0,0,0,0,1,0,0,1,0,1,550000
Toyota,Innova,28,84,2013,79328,2,12.99,2494,100.6,7.0,0,1,0,0,0,0,1,0,1,750000
Maruti,Swift,20,152,2019,5621,1,22.0,1197,81.8,5.0,0,0,0,1,0,0,1,1,0,650000
Toyota,Etios,28,58,2017,25538,1,16.78,1496,88.73,5.0,0,0,0,1,0,0,1,0,1,625000
Maruti,Swift,20,152,2018,69779,1,22.0,1197,81.8,5.0,0,0,0,1,1,0,0,1,0,600000
Hyundai,Grand,11,73,2017,56290,1,24.0,1186,73.97,5.0,0,1,0,0,1,0,0,0,1,450000
BMW,X4,3,176,2019,7500,1,16.78,1995,190.0,5.0,0,1,0,0,1,0,0,1,0,5400000
BMW,X4,3,176,2019,8500,1,16.78,1995,190.0,5.0,0,1,0,0,1,0,0,1,0,5500000
Honda,Amaze,10,12,2019,7032,1,19.0,1199,88.76,5.0,0,0,0,1,0,0,1,1,0,779000
Skoda,Rapid,26,126,2016,11000,1,14.3,1598,103.5,5.0,0,0,0,1,1,0,0,1,0,645000
Volvo,V40,30,163,2018,2000,1,16.8,1984,150.0,5.0,0,1,0,0,1,0,0,1,0,2475000
Mitsubishi,Lancer,22,92,1999,100000,3,14.8,1998,68.0,5.0,0,1,0,0,0,1,0,0,1,155000
Jaguar,XE,13,183,2017,9000,1,13.6,1999,177.0,5.0,0,1,0,0,1,0,0,1,0,2711000
Lexus,ES,17,48,2019,20000,1,22.37,2487,214.56,5.0,0,0,0,1,1,0,0,1,0,5150000
Jaguar,XF,13,184,2017,45000,1,19.33,1999,177.0,5.0,0,1,0,0,1,0,0,1,0,3200000
Tata,Safari,27,137,2015,110000,1,14.1,2179,147.94,7.0,0,1,0,0,0,1,0,0,1,503000
Volvo,XC40,30,180,2019,20000,1,18.0,1969,190.0,5.0,0,1,0,0,0,1,0,1,0,3800000
Toyota,Camry,28,30,2016,68089,1,19.16,2494,157.7,5.0,0,0,0,1,0,0,1,1,0,2000000
Maruti,Wagon R,20,171,2013,58343,1,21.79,998,67.05,5.0,0,0,0,1,0,0,1,0,1,225000
Maruti,Baleno,20,22,2018,38817,1,27.39,1248,74.0,5.0,0,1,0,0,1,0,0,0,1,740000
Honda,Jazz,10,85,2016,56494,1,18.2,1199,88.7,5.0,0,0,0,1,0,0,1,0,1,550000
Toyota,Innova,28,84,2013,79328,2,12.99,2494,100.6,7.0,0,1,0,0,0,0,1,0,1,750000
Maruti,Swift,20,152,2019,5621,1,22.0,1197,81.8,5.0,0,0,0,1,0,0,1,1,0,650000
Toyota,Etios,28,58,2017,25538,1,16.78,1496,88.73,5.0,0,0,0,1,0,0,1,0,1,625000
Maruti,Swift,20,152,2018,69779,1,22.0,1197,81.8,5.0,0,0,0,1,1,0,0,1,0,600000
Hyundai,Grand,11,73,2017,56290,1,24.0,1186,73.97,5.0,0,1,0,0,1,0,0,0,1,450000
BMW,X4,3,176,2019,7500,1,16.78,1995,190.0,5.0,0,1,0,0,1,0,0,1,0,5400000
BMW,X4,3,176,2019,8500,1,16.78,1995,190.0,5.0,0,1,0,0,1,0,0,1,0,5500000
Honda,Amaze,10,12,2019,7032,1,19.0,1199,88.76,5.0,0,0,0,1,0,0,1,1,0,779000
Skoda,Rapid,26,126,2016,11000,1,14.3,1598,103.5,5.0,0,0,0,1,1,0,0,1,0,645000
Volvo,V40,30,163,2018,2000,1,16.8,1984,150.0,5.0,0,1,0,0,1,0,0,1,0,2475000
Ford,Fiesta,9,60,2015,80000,1,25.01,1498,89.75,5.0,0,1,0,0,0,1,0,0,1,590000
Hyundai,Xcent,11,188,2016,120000,2,24.4,1120,71.0,5.0,0,1,0,0,0,1,0,0,1,350000
Maruti,Ignis,20,80,2017,30000,1,20.89,1197,81.8,5.0,0,0,0,1,0,1,0,0,1,484999
Tata,Indica,27,82,2015,110000,2,19.1,1405,70.0,5.0,0,1,0,0,0,1,0,0,1,240000
Toyota,Innova,28,84,2008,219000,2,12.8,2494,102.0,8.0,0,1,0,0,0,1,0,0,1,500000
Maruti,Alto,20,11,2017,80000,1,24.7,796,47.3,5.0,0,0,0,1,0,1,0,0,1,300000
Maruti,Ciaz,20,34,2016,80000,1,28.09,1248,88.5,5.0,0,1,0,0,0,1,0,0,1,750000
Maruti,Swift,20,152,2016,35000,2,20.85,1197,83.14,5.0,0,0,0,1,0,1,0,0,1,574000
Tata,Indica,27,82,2013,167000,1,22.3,1248,88.8,5.0,0,1,0,0,0,1,0,0,1,200000
Hyundai,Creta,11,40,2016,94000,1,19.67,1582,126.2,5.0,0,1,0,0,0,1,0,0,1,1100000
Hyundai,Santro,11,140,2012,80000,1,17.92,1086,62.1,5.0,0,0,0,1,0,1,0,0,1,350000
Maruti,800,20,4,1998,100000,2,16.1,796,37.0,4.0,0,0,0,1,0,1,0,0,1,70000
Ford,Ikon,9,81,2005,90000,2,13.8,1299,70.0,5.0,0,0,0,1,0,1,0,0,1,120000
Toyota,Innova,28,84,2012,246000,2,12.99,2494,100.0,7.0,0,1,0,0,0,1,0,0,1,700000
Maruti,Baleno,20,22,2019,10000,1,21.4,1197,83.1,5.0,0,0,0,1,0,1,0,0,1,500000
Tata,Indigo,27,83,2016,90000,1,19.09,1405,69.01,5.0,0,1,0,0,0,1,0,0,1,370000
Tata,Tigor,27,159,2019,5200,1,20.3,1199,83.81,5.0,0,0,0,1,0,1,0,0,1,600000
Maruti,Zen,20,193,2006,120000,2,17.3,993,60.0,5.0,0,0,0,1,0,1,0,0,1,100000
Maruti,Swift,20,152,2013,90000,2,22.9,1248,74.0,5.0,0,1,0,0,0,1,0,0,1,409999
Honda,City,10,35,2016,50000,1,18.0,1497,117.3,5.0,0,0,0,1,0,1,0,1,0,750000
Hyundai,Grand,11,73,2017,5000,1,18.9,1197,81.86,5.0,0,0,0,1,0,1,0,0,1,600000
Mahindra,KUV,19,87,2018,10500,1,18.15,1198,82.0,6.0,0,0,0,1,0,1,0,0,1,550000
Renault,Duster,25,44,2018,26000,1,19.6,1461,108.45,5.0,0,1,0,0,0,1,0,0,1,950000
Mahindra,Scorpio,19,142,2014,139000,1,11.79,2179,120.0,8.0,0,1,0,0,0,1,0,1,0,645000
Mahindra,XUV500,19,187,2014,60000,2,15.1,2179,140.0,7.0,0,1,0,0,0,1,0,0,1,750000
Mercedes-Benz,New,21,108,2006,40000,1,11.7,1796,178.0,5.0,0,0,0,1,0,1,0,0,1,650000
Ford,EcoSport,9,49,2015,25000,1,15.85,1499,110.4,5.0,0,0,0,1,0,1,0,0,1,800000
Toyota,Corolla,28,39,2010,60000,2,14.53,1798,138.0,5.0,0,0,0,1,0,1,0,0,1,350000
Ford,EcoSport,9,49,2015,25000,1,15.85,1499,110.4,5.0,0,0,0,1,0,1,0,0,1,700000
Maruti,Swift,20,152,2011,15000,1,17.5,1298,85.8,5.0,0,0,0,1,0,1,0,0,1,335000
Maruti,Swift,20,152,2012,110000,1,19.3,1248,73.9,5.0,0,1,0,0,0,1,0,0,1,270000
Maruti,Swift,20,152,2010,100000,2,19.3,1248,73.9,5.0,0,1,0,0,0,1,0,0,1,320000
Hyundai,Santro,11,140,2007,120000,1,17.8,1086,63.0,5.0,0,0,0,1,0,1,0,0,1,120000
Audi,A4,2,7,2010,55000,2,12.3,1781,163.2,5.0,0,0,0,1,0,1,0,1,0,730000
Maruti,SX4,20,136,2007,120000,3,15.0,1586,104.68,5.0,0,0,0,1,0,1,0,0,1,125000
Maruti,Zen,20,193,2007,35000,1,18.2,1061,64.0,5.0,0,0,0,1,0,1,0,0,1,150000
Maruti,Alto,20,11,2018,13000,1,24.7,796,47.3,5.0,0,0,0,1,0,1,0,0,1,310000
Maruti,Swift,20,152,2015,50000,1,26.59,1248,74.0,5.0,0,1,0,0,0,1,0,0,1,625000
Hyundai,i10,11,195,2012,40000,1,20.36,1197,78.9,5.0,0,0,0,1,0,1,0,0,1,267000
Hyundai,i20,11,196,2016,25000,1,17.19,1197,81.86,5.0,0,0,0,1,0,1,0,0,1,600000
Maruti,Eeco,20,51,2011,110000,2,15.37,1196,73.0,7.0,0,0,0,1,0,1,0,0,1,180000
Toyota,Glanza,28,72,2019,5000,1,23.87,1197,88.5,5.0,0,0,0,1,0,1,0,0,1,700000
Maruti,800,20,4,2013,50000,2,16.1,796,37.0,4.0,0,0,0,1,0,1,0,0,1,121000
Hyundai,Grand,11,73,2014,80000,3,18.9,1197,82.0,5.0,0,0,0,1,0,1,0,0,1,350000
Toyota,Innova,28,84,2012,225000,2,12.99,2494,100.0,8.0,0,1,0,0,0,1,0,0,1,869999
