year,km_driven,owner,mileage,selling_price
2015,67000,1,21.2,550000
2015,120000,1,13,2000000
2010,120000,4,13.93,400000
2015,96500,1,20.5,500000
2017,52412,1,18.9,340000
2012,85472,1,12.05,480000
2013,87452,2,22.77,480000
2018,17000,1,23,750000
2008,66530,2,18.9,100000
2013,40000,1,18.5,290000
2015,96500,1,20.5,425000
2010,79000,1,16.8,285000
2016,50000,1,18.49,625000
2012,60000,2,20.3,170000
2018,35000,1,17.57,459999
2015,120000,1,20.5,450000
2019,10000,1,21.21,650000
2017,15000,1,17.19,600000
2013,70000,2,30.46,178000
2016,5000,1,22.74,300000
2009,40000,1,19.7,150000
2019,10000,1,18.6,590000
2016,25000,1,21.1,310000
2017,53000,1,17.57,400000
2014,110000,2,12.05,520000
2013,200000,2,20.07,300000
2019,22000,1,17,1000000
2003,70000,4,18.9,65000
2015,75000,2,25.8,509999
2012,70000,1,18.9,221000
2014,64000,3,15.04,390000
2002,60000,1,11.96,350000
2009,40000,1,19.7,195000
2010,110000,2,12.07,1750000
2013,60000,1,12.05,600000
2015,72000,1,22.54,615000
2013,70000,2,21.9,350000
2012,75000,1,25.44,140000
2017,32331,2,22.54,650000
2016,70000,1,19.67,1100000
2010,80000,2,23,285000
2011,20000,2,18,190000
2012,110000,1,16.95,350000
2014,40000,2,18.9,400000
2016,40000,1,10.75,2100000
2015,90000,2,18.6,434999
2014,50000,2,19.1,450000
2001,137000,1,18.5,45000
2015,60000,1,18.6,450000
2017,30000,1,25.2,580000
2016,98000,1,19.67,900000
2016,50000,1,24.52,750000
2009,120000,3,19.09,140000
2017,30000,1,18.9,525000
2009,120000,3,19.09,114999
2016,40000,1,23.84,399000
2012,90000,2,19,275000
2011,80000,2,21.9,340000
2012,120000,1,21.1,222000
2013,200000,1,11.18,850000
2007,110000,2,17.2,70000
2017,38000,2,23.84,430000
2017,35000,2,23.84,430000
2014,70000,1,20.51,320000
2012,120000,2,21.8,500000
2012,110000,2,19.01,500000
2010,140000,1,18.4,229999
2009,155000,2,11.79,600000
2017,80000,2,23.08,500000
2010,120000,2,13.6,315000
2011,80000,1,18.9,265000
2015,110000,2,25.83,350000
2012,230000,1,23.57,200000
2011,172000,2,17.88,114999
2014,25000,1,18.6,425000
2019,35000,1,23,900000
2014,126000,1,12.05,550000
2018,30000,1,25.5,900000
2011,97000,3,19.81,165000
2016,120000,1,19.08,850000
2016,120000,1,23.9,850000
2014,80000,2,16.55,550000
2011,60000,2,19.3,500000
2018,15000,1,21.21,630000
2011,60000,1,19.81,160000
2015,60000,1,25.1,670000
2014,90000,1,22.9,430000
2015,30000,1,19.1,375000
2016,35000,1,18.6,650000
2016,35000,1,26.59,500000
2016,35000,1,26.59,500000
2017,25000,1,16,1350000
2018,40000,1,21.66,600000
2017,25000,1,19.67,1200000
2013,56000,1,11.2,3750000
2018,41779,1,21.21,795000
2016,54000,1,18.7,625000
2016,31000,1,13,2900000
2017,37000,1,26.8,625000
2011,90000,2,18.1,440000
2018,13534,1,14.28,1400000
2017,7000,2,14.53,1450000
2017,23000,1,17.9,2700000
2017,23456,1,18.9,550000
2019,43000,1,11.36,1925000
2015,39000,1,16,1225000
2017,15000,1,17.5,700000
2013,40000,1,23.4,530000
2020,5000,1,17.8,1900000
2017,70000,1,28.09,844999
2016,99000,1,21.66,650000
2018,15000,1,22,750000
2018,28156,1,17.09,6000000
2015,30000,1,18.7,610000
2010,70000,1,18.6,150000
2014,40000,1,19.1,475000
2008,136500,4,12.7,375000
2016,70000,2,25.32,425000
2015,90000,2,25.1,800000
1996,32000,2,16.1,40000
2018,8000,2,20.51,509999
2015,170000,1,23.59,387000
2014,25000,1,22.74,235000
2000,120000,4,12.2,95000
2010,110000,3,17.8,340000
2016,100000,1,16,1000000
2009,115000,2,13.8,160000
2008,120000,4,12.7,365000
2011,265000,2,20.86,300000
2008,90000,2,17.8,260000
2018,40000,1,18.2,860000
2008,55000,2,13.9,114999
2007,90000,2,19.7,100000
2014,111000,1,20.34,565000
2013,120000,2,11.68,450000
2017,15000,1,21.4,625000
2016,30000,2,22.74,280000
2017,50000,1,23.95,330000
2015,40000,1,19.67,1300000
2008,50000,2,15.3,65000
2018,45000,2,23.84,480000
2016,35000,2,27.28,400000
2009,80000,1,13.93,500000
2012,120000,1,11.68,320000
2014,90000,2,15.1,750000
2017,100000,1,16.5,620000
2011,120000,3,19.3,300000
2018,15000,1,15.8,1405000
2017,15000,1,24.7,282000
2017,15000,1,21.21,700000
2017,70000,1,25.83,700000
2015,135000,1,22.77,600000
2012,80000,2,20.5,290000
2011,80000,2,18.1,430000
2017,19000,1,18.6,575000
2017,42000,1,15.29,875000
2010,77000,1,18.9,180000
2012,120000,1,23.2,229999
2019,10000,1,19.56,800000
2009,110000,3,16.5,60000
2009,110000,1,15,150000
2007,90000,3,23.57,100000
2015,90000,1,15.29,900000
2018,50000,1,22.54,850000
2014,50000,1,25.44,220000
2014,40000,2,22.74,250000
2012,120000,1,22.3,125000
2018,27000,1,15.8,1200000
2013,100000,1,23.57,250000
2014,70000,2,22.54,440000
2017,40000,1,23.84,400000
2002,62000,1,16.1,50000
2018,10000,1,17,1000000
2014,160000,1,25.1,600000
2010,60000,1,17,250000
2009,110000,1,13.6,310000
2005,60000,4,18.9,120000
2014,78000,1,11.68,390000
2019,30000,1,20.3,458000
2018,20000,1,23,950000
2017,21000,1,22,650000
2013,70000,1,22.9,400000
2015,70000,2,18.9,400000
2006,42500,1,19.7,100000
2012,25000,1,20.36,350000
2013,80000,2,13.7,450000
2006,90000,1,12.7,350000
2010,80000,4,22.07,250000
2013,146000,2,15.96,450000
2013,47200,3,16.1,157000
2018,60000,1,15.1,1500000
2018,60000,1,15.1,1500000
2007,100000,2,15.3,75000
2010,100000,2,14.8,280000
2015,35000,1,18.6,600000
2012,120000,4,15.3,250999
2010,80000,2,12.5,350000
2016,34000,1,23.01,300000
2017,50000,1,19.87,819999
2010,100000,2,19.61,409999
2008,52000,2,13.9,275000
2013,110000,1,20.77,497000
2015,70000,1,18.6,500000
2006,120000,2,14,170000
2016,68609,1,22.7,515000
2018,33360,1,22.77,925000
2019,5000,1,17.3,1460000
2019,10000,1,13.8,2700000
2017,35000,1,21.5,830000
2019,30000,1,23,975000
2018,15000,1,20.4,620000
2019,14317,1,14.23,860000
2018,5000,2,20.63,430000
2019,5000,1,18,1227000
2017,28000,1,17.8,860000
2018,40000,1,23,950000
2012,87237,2,20,225000
2011,99500,3,11.5,500000
2017,62960,1,25.83,500000
2019,16500,1,13.96,1700000
2014,110000,1,20.77,545000
2011,72000,1,22.9,400000
2018,50000,1,28.4,650000
2008,55000,2,13.9,114999
2015,60000,1,27.39,562000
2002,120000,1,14.07,96000
2017,9000,1,13.6,2711000
2019,20000,1,22.37,5150000
2017,45000,1,19.33,3200000
2015,110000,1,14.1,503000
2019,20000,1,18,3800000
2016,68089,1,19.16,2000000
2013,58343,1,21.79,225000
2018,38817,1,27.39,740000
2016,56494,1,18.2,550000
2013,79328,2,12.99,750000
2019,5621,1,22,650000
2017,25538,1,16.78,625000
2018,69779,1,22,600000
2017,56290,1,24,450000
2019,7500,1,16.78,5400000
2019,8500,1,16.78,5500000
2019,7032,1,19,779000
2016,11000,1,14.3,645000
2018,2000,1,16.8,2475000
2017,9000,1,13.6,2711000
2019,20000,1,22.37,5150000
2017,45000,1,19.33,3200000
2015,110000,1,14.1,503000
2019,20000,1,18,3800000
2016,68089,1,19.16,2000000
2013,58343,1,21.79,225000
2018,38817,1,27.39,740000
2016,56494,1,18.2,550000
2013,79328,2,12.99,750000
2019,5621,1,22,650000
2017,25538,1,16.78,625000
2018,69779,1,22,600000
2017,56290,1,24,450000
2019,7500,1,16.78,5400000
2019,8500,1,16.78,5500000
2019,7032,1,19,779000
2016,11000,1,14.3,645000
2018,2000,1,16.8,2475000
1999,100000,3,14.8,155000
2017,9000,1,13.6,2711000
2019,20000,1,22.37,5150000
2017,45000,1,19.33,3200000
2015,110000,1,14.1,503000
2019,20000,1,18,3800000
2016,68089,1,19.16,2000000
2013,58343,1,21.79,225000
2018,38817,1,27.39,740000
2016,56494,1,18.2,550000
2013,79328,2,12.99,750000
2019,5621,1,22,650000
2017,25538,1,16.78,625000
2018,69779,1,22,600000
2017,56290,1,24,450000
2019,7500,1,16.78,5400000
2019,8500,1,16.78,5500000
2019,7032,1,19,779000
2016,11000,1,14.3,645000
2018,2000,1,16.8,2475000
2015,80000,1,25.01,590000
2016,120000,2,24.4,350000
2017,30000,1,20.89,484999
2015,110000,2,19.1,240000
2008,219000,2,12.8,500000
2017,80000,1,24.7,300000
2016,80000,1,28.09,750000
2016,35000,2,20.85,574000
2013,167000,1,22.3,200000
2016,94000,1,19.67,1100000
2012,80000,1,17.92,350000
1998,100000,2,16.1,70000
2005,90000,2,13.8,120000
2012,246000,2,12.99,700000
2019,10000,1,21.4,500000
2016,90000,1,19.09,370000
2019,5200,1,20.3,600000
2006,120000,2,17.3,100000
2013,90000,2,22.9,409999
2016,50000,1,18,750000
2017,5000,1,18.9,600000
2018,10500,1,18.15,550000
2018,26000,1,19.6,950000
2014,139000,1,11.79,645000
2014,60000,2,15.1,750000
2006,40000,1,11.7,650000
2015,25000,1,15.85,800000
2010,60000,2,14.53,350000
2015,25000,1,15.85,700000
2011,15000,1,17.5,335000
2012,110000,1,19.3,270000
2010,100000,2,19.3,320000
2007,120000,1,17.8,120000
2010,55000,2,12.3,730000
2007,120000,3,15,125000
2007,35000,1,18.2,150000
2018,13000,1,24.7,310000
2015,50000,1,26.59,625000
2012,40000,1,20.36,267000
2016,25000,1,17.19,600000
2011,110000,2,15.37,180000
2019,5000,1,23.87,700000
2013,50000,2,16.1,121000
2014,80000,3,18.9,350000
2012,225000,2,12.99,869999
2017,9000,1,13.6,2711000
2019,20000,1,22.37,5150000
2017,45000,1,19.33,3200000
2015,110000,1,14.1,503000
2019,20000,1,18,3800000
2016,68089,1,19.16,2000000
2013,58343,1,21.79,225000
2018,38817,1,27.39,740000
2016,56494,1,18.2,550000
2013,79328,2,12.99,750000
2019,5621,1,22,650000
2017,25538,1,16.78,625000
2018,69779,1,22,600000
2017,56290,1,24,450000
2019,7500,1,16.78,5400000
2019,8500,1,16.78,5500000
2019,7032,1,19,779000
2016,11000,1,14.3,645000
2018,2000,1,16.8,2475000
2008,100000,3,17.3,80000
2008,93331,2,19.81,120000
2012,120000,2,13.5,370000
2015,70000,1,19.01,750000
2015,100000,1,15.96,484999
2006,90000,2,13.1,120000
2017,28000,1,17.8,860000
2018,50000,1,28.4,650000
2014,90000,1,20.77,650000
2016,40000,1,24.8,710000
2017,113000,1,25.83,430000
2011,188000,2,17.8,305000
2011,100000,1,20,220000
2010,225000,3,14,150000
2017,67000,2,18.49,660000
2011,70000,4,25.44,140000
2015,50000,1,14.28,1100000
2013,60000,1,16.36,2450000
2017,34000,1,22,625000
2004,110000,3,12.8,198000
2005,140000,2,18.9,130000
2012,100000,2,16.8,540000
2017,10000,1,18.9,550000
2018,30000,1,21.63,475000
2016,90000,1,15.04,3100000
2010,120000,1,21.1,217000
2019,6500,1,21.21,750000
2010,80000,1,11.96,350000
2008,100000,3,12.05,400000
2015,120000,2,23.59,570000
2012,120000,2,21.1,180000
1998,110000,3,13.1,68000
2006,150000,3,18.7,280000
2005,120000,4,16.1,90000
2015,100000,2,15.26,2600000
2018,63000,1,15.3,700000
2016,40000,2,17.9,1850000
2015,109000,1,22.7,685000
2015,114000,1,25.2,565000
2017,33000,2,14.7,1600000
2014,160000,3,24,395000
2013,101000,1,21.9,425000
2019,5400,0,22.27,1350000
2016,45000,2,16.38,1950000
2018,31000,1,24.04,535000
2018,31000,1,23.01,500000
2016,55000,1,20.52,434999
2018,55000,1,21.9,250000
2014,117000,1,22.32,700000
2010,102000,1,19.62,1100000
2012,108000,1,17.42,900000
2015,75000,1,20.52,425000
2011,74000,1,10,1600000
2013,158000,1,24.4,325000
2019,10000,1,13.8,2700000
2018,40000,1,23,950000
2019,10000,1,21.5,1140000
2017,53000,1,17.6,980000
2017,20000,2,16.3,1920000
2020,5000,1,18.24,808000
2014,30000,1,19.1,550000
2010,64000,1,19.7,215000
2016,10500,1,18.16,512000
2011,50000,2,19.7,215000
2012,60000,1,20.5,500000
2015,35000,1,21.14,700000
2012,135000,1,13.93,525000
2011,70000,2,12.05,550000
2016,80000,1,24.3,750000
2017,25000,1,21.63,395000
2017,5000,1,18.6,675000
2008,80000,3,17.92,140000
2011,120000,2,12.05,430000
2017,9000,1,13.6,2711000
2019,20000,1,22.37,5150000
2017,45000,1,19.33,3200000
2015,110000,1,14.1,503000
2019,20000,1,18,3800000
2016,68089,1,19.16,2000000
2013,58343,1,21.79,225000
2018,38817,1,27.39,740000
2016,56494,1,18.2,550000
2013,79328,2,12.99,750000
2019,5621,1,22,650000
2017,25538,1,16.78,625000
2018,69779,1,22,600000
2017,56290,1,24,450000
2019,7500,1,16.78,5400000
2019,8500,1,16.78,5500000
2019,7032,1,19,779000
2016,11000,1,14.3,645000
2018,2000,1,16.8,2475000
2014,10000,1,20.51,300000
2013,68000,1,22.1,355000
2015,35000,2,22.74,180000
2013,70000,1,25,280000
2011,70000,1,19,250000
2007,50000,1,15.3,125000
2018,29700,1,25.1,810000
2018,20000,1,18.6,671000
2018,20000,1,24.7,295000
2017,40000,1,24.52,850000
2013,90000,1,22.9,409999
2015,90000,1,16.02,600000
2015,80000,1,15.96,600000
2012,60000,3,18.9,220000
2013,56000,1,23.4,550000
2014,50000,1,14,650000
2014,50000,2,14,655000
2006,74000,1,13.7,130000
2014,123000,1,19.01,400000
2009,54000,1,19.7,155000
2013,50000,1,15.64,250000
2014,80000,2,18.9,400000
2019,10000,1,19.02,500000
2018,10000,1,20.3,565000
2018,40000,1,23,900000
2017,120000,1,16.5,650000
2013,45000,1,15.96,600000
2018,35000,1,28.4,800000
2015,60000,1,22.54,575000
2016,40000,1,17.01,550000
2011,80000,3,15.5,190000
2017,37000,1,23,750000
2018,22000,1,21.4,625000
2018,60000,2,22.54,799000
2013,57000,2,20.51,300000
2017,27000,1,20.73,850000
2012,70000,1,18,130000
2011,40000,2,20.92,229999
2015,60000,1,23.1,400000
2018,35000,1,16.55,900000
2015,70000,1,15.4,800000
2015,43000,2,21.1,250999
2011,110000,2,15,250000
2009,100000,2,15.7,100000
2016,64000,1,20.4,450000
2017,96000,1,19.87,575000
2013,96000,1,20.46,400000
2019,7600,1,21.63,480000
2019,7000,1,21.63,490000
2007,120000,2,17,150000
2017,50000,1,22.95,600000
2015,50000,2,24.4,500000
2015,80000,1,23,425000
2003,200000,2,13.1,108000
2015,190000,1,12.99,1030000
2015,34000,1,20.51,360000
2012,80000,2,16.47,290000
2011,72000,1,22.9,400000
2003,20000,1,15.9,70000
2012,70000,2,15.3,320000
2019,30000,1,23,975000
2019,5000,1,18,1227000
2014,29340,1,22.32,755000
2011,120000,1,20,215000
2011,200000,2,12.8,735000
2007,70000,2,19.81,190000
2014,80800,2,12.99,1365000
2018,24265,1,18.7,675000
2014,81000,1,23.4,438999
2015,240000,1,19.98,550000
2013,35000,1,19.1,409999
2019,15000,1,25.17,350000
2012,49000,3,25.44,135000
2016,56900,2,13.68,1490000
2014,70000,2,25.2,520000
2010,180000,1,19.3,315000
2010,50000,1,19,235000
2005,50000,3,13.2,80500
2013,88200,1,23.2,375000
2006,93000,2,16.1,189000
2017,120000,1,25.8,550000
2011,110000,2,17.8,260000
2016,50000,2,26.59,650000
2013,80000,1,23.4,480000
2016,40000,1,22.54,700000
2015,110000,3,20.77,650000
2015,48000,2,19.67,1300000
2016,97000,1,16.96,1350000
2016,60000,1,22.15,1000000
2011,110000,3,0,1700000
2018,12800,1,17.8,1080000
2012,40000,1,21.1,170000
2017,49000,1,28.4,610000
2014,25000,1,18.5,350000
2016,65000,2,22.74,260000
2015,20000,1,20.4,700000
2018,17000,1,18.78,678000
2015,15000,1,23.65,800000
2014,120000,2,23.59,400000
2010,49000,1,18.5,300000
2016,29000,1,18.6,520000
2017,55000,1,19.61,850000
2015,40000,1,23.95,300000
2010,120000,2,17,350000
2019,10000,1,24.3,892000
2012,70000,2,20.3,285000
2012,60000,1,19.2,300000
2016,90000,1,28.09,620000
2017,90000,1,24.3,750000
2016,35000,1,22.74,270000
2014,90000,1,20.77,560000
2012,40000,2,17.92,300000
2012,40000,2,17.92,300000
2018,20000,1,18.9,570000
2011,80000,1,23.03,220000
2012,99000,2,15.5,260000
2019,7500,1,21.21,600000
2015,60000,1,23.9,80000
2016,40800,1,21.1,300000
2015,70000,1,17.57,300000
2016,100000,1,18.15,400000
2016,8588,1,22,550000
2019,40000,1,25.6,1200000
2015,60000,1,25.83,500000
2005,80000,3,15.9,93000
2014,110000,1,26,500000
2018,150000,1,23.59,670000
2012,120000,2,12.8,750000
2017,30000,1,23.95,370000
2012,70000,2,16.1,100000
2016,50000,1,19.81,425000
2006,305000,4,12.8,370000
2009,212000,3,11.57,229999
2016,35000,1,24.52,850000
2018,22000,1,21.03,750000
2010,50000,1,10.71,235000
2017,70000,1,25.5,700000
2016,56000,1,24,480000
2016,50000,1,22.95,475000
2015,120000,1,21.14,610000
2011,120000,2,12.8,650000
2017,70000,1,25.5,800000
2015,120000,1,11.57,520000
2014,90000,1,25,160000
2018,70000,1,25.1,1000000
2015,120000,2,20.77,700000
2017,70000,2,25.8,590000
2002,80000,2,18.9,140000
2017,100000,2,18.49,725000
2017,157000,1,13.68,1680000
2015,50000,1,26.59,550000
2012,90000,2,23.2,240000
2013,65000,1,14.6,667000
2017,50000,1,27.3,670000
2015,110000,1,26.59,550000
2015,30000,1,23.1,400000
2014,80000,2,22.32,545000
2015,70000,1,16.02,599000
2016,100000,1,21.38,725000
2015,120000,2,17.4,525000
2011,85000,2,21.1,204999
2012,110000,1,21,190000
2015,60000,4,24,310000
2016,90000,2,24,380000
2012,110000,3,20.92,204000
2018,25000,1,20.3,350000
2013,100000,1,20.54,350000
2012,120000,2,20,175000
2011,90000,1,20.54,340000
2017,35000,1,17.4,950000
2017,35000,1,17.8,894999
2014,101200,2,15.3,350000
2005,90000,2,12.8,100000
2016,76000,1,26.59,550000
2004,60000,3,16.1,100000
2016,90000,1,16,800000
2013,80000,2,15.96,525000
2008,179150,2,11.57,500000
2003,62000,1,16.1,42000
2009,160000,3,17.5,190000
2019,35000,1,28.4,694000
2016,120000,1,16,861999
2017,50000,1,25.8,650000
2011,70000,2,19.3,310000
2013,97000,1,22.9,360000
2011,90000,2,19.3,240000
2012,84487,4,15.1,500000
2010,100000,2,12.8,475000
2007,60000,3,19.7,100000
2009,110000,3,15,200000
2006,264000,1,12.8,430000
2010,146000,4,14,245000
2014,70000,1,23.4,450000
2017,51146,1,24.3,800000
2011,40000,1,21.1,215000
2017,50000,1,24.3,760000
2015,80000,1,20.14,416000
2011,120000,1,18.9,195000
2017,23000,1,24.7,325000
2010,70000,2,20.92,145000
2018,23000,1,28.4,675000
2016,30000,2,20.51,340000
2011,50000,1,19,340000
2014,40000,1,16.8,260000
2015,50000,1,22.74,300000
2007,60000,2,16.1,75000
2011,80000,1,19.4,350000
2019,15000,1,19.01,1000000
2010,150000,3,21.12,170000
2018,40000,1,19,600000
2010,25000,1,16.8,800000
2018,120000,2,17,850000
2014,120000,2,15.1,980000
2011,298000,2,13.1,850000
2012,270000,3,14.07,340000
2018,50000,2,24.3,900000
2010,120000,2,19.3,310000
2013,60000,3,20.77,600000
2008,149000,2,19.3,270000
2019,5000,1,20.3,509999
2013,70000,2,19.4,225000
2015,55000,1,20.36,280000
2016,100000,1,27.28,490000
2013,120000,1,15.96,440000
2014,291977,1,14,500000
2005,85000,3,11.1,476999
2015,70000,3,17.19,590000
2010,120000,1,13.1,500000
2015,40000,1,22.77,600000
2016,70000,1,15.4,750000
2017,39000,1,19.59,2950000
2019,10000,1,18.12,5200000
2019,36800,1,20.14,695000
2018,52200,1,26.59,690000
2016,78000,1,24,409999
2020,16000,1,17,1650000
2016,30000,1,15.73,2375000
2017,29000,2,24,525000
2019,25000,1,16.3,2150000
2013,60000,2,15.1,540000
2017,60000,2,12.55,2750000
2016,112000,2,15.4,1000000
2018,15000,1,18.25,2900000
2017,40000,1,18.49,725000
2018,36000,1,28.09,975000
2016,60000,1,21.79,355000
2008,120000,1,11.1,400000
2015,48000,1,24.7,265000
2018,40000,1,20.14,650000
2017,60000,1,28.09,720000
2016,25000,1,17.01,850000
2015,42000,1,23.95,290000
2010,35000,2,10.93,1200000
2016,90000,2,18.49,600000
2011,90000,2,21.1,300000
2012,110000,2,23.08,225000
2009,70000,2,19.3,240000
2014,80000,1,22.32,700000
2014,70000,2,25.2,470000
2016,80000,1,21.19,800000
2012,90000,1,19.01,450000
2007,90000,3,17.2,90000
2010,120000,2,21.43,450000
2017,62000,1,11.36,1465000
2016,79000,1,19.67,925000
2016,60000,2,13.68,1385000
2015,20000,1,12.55,2000000
2004,248200,2,16.1,80000
2007,110000,2,10.5,300000
2009,100000,1,19.3,360000
2010,70000,2,16.2,320000
1994,100000,2,12.8,99000
2016,50000,2,24.52,780000
2013,139000,1,20.77,620000
2006,120000,3,13.1,100000
2014,35000,2,16.7,210000
2015,80000,1,15.96,375000
2019,7720,1,20,786000
2014,50000,1,15.1,1000000
2002,60000,2,20.8,120000
2016,100000,1,20.8,750000
2016,57882,1,18.6,550000
2018,142000,1,14.1,875000
2018,140000,3,14.1,890000
2015,35000,1,16.02,700000
2015,30000,1,15.96,550000
2018,10000,1,19.83,400000
2015,30000,2,23.1,290000
2012,90000,1,19.09,150000
2015,35000,2,15.37,300000
2008,35008,1,21.79,221000
2017,31100,1,22.7,270000
2014,42312,1,24.4,455000
2011,72000,1,17.6,300000
2014,54891,1,23.59,480000
2018,30000,1,22,1000000
2017,44000,1,22.69,2600000
2017,18890,1,11.36,1850000
2019,5000,1,20.3,500000
2013,117000,1,11.18,800000
2013,75010,1,13.73,1000000
2013,50000,1,21.02,250000
2012,100000,1,23.08,245000
2019,4337,1,18.9,625000
2018,14495,1,18.78,560000
2018,8576,1,18.7,680000
2019,30000,1,28.4,700000
2013,80000,1,23.03,220000
2017,70000,1,19.09,450000
2017,19723,1,20.3,525000
2009,242000,4,12.8,650000
2018,22000,1,17.09,5500000
2017,30000,1,28.4,875000
2019,9000,1,18.6,785000
2017,30000,1,17.5,819999
2016,60000,1,21.76,2950000
2016,27000,1,13.68,1925000
2017,39000,1,25.5,885000
2015,64000,1,16.05,680000
2017,42000,1,23,960000
2012,45000,1,18.5,385000
2019,15000,1,17,1650000
2018,55000,1,18.49,890000
2015,64000,1,11.4,1275000
2018,27000,1,17.09,6000000
2019,15000,1,20.28,1025000
2016,69000,1,17.2,675000
2017,80000,1,22,700000
2016,60000,1,22.77,780000
2017,70000,1,22.32,1050000
2015,105000,2,13.22,2700000
2016,100000,1,22.95,400000
2011,100000,1,15.96,400000
2009,90000,2,19.7,85000
2018,35000,1,17.6,1300000
2018,11500,1,18.49,819999
2015,40000,1,18.49,620000
2018,50000,1,23.01,260000
2016,49900,1,16.3,805000
2015,55380,1,18.9,484999
2017,9000,1,13.6,2711000
2018,11000,1,17,811000
2015,50000,1,19,575000
2018,80000,1,17.1,1675000
2016,11000,1,14.3,645000
2015,13500,1,14.74,2500000
2018,18000,1,15.04,2550000
2017,16000,1,14.74,2700000
2017,18816,1,17,650000
2017,33019,1,13.68,1748999
2017,18000,1,15.6,925000
2019,9654,1,19.56,894999
2011,11000,1,23.95,175000
2012,24300,1,21.21,340000
2016,42163,2,11.36,1525000
2017,47747,1,28.09,810000
2018,8000,1,21.5,1025000
2016,30000,1,22.69,2150000
2013,70000,2,12.99,910000
2016,60000,2,17.88,300000
2004,80000,2,17.3,120000
2015,45900,2,18.6,490000
2013,70000,1,25.8,425000
2011,40000,1,19.7,155000
2013,90000,2,12.05,490000
2010,105000,1,19.7,132000
2018,30000,1,22.54,750000
2011,20000,1,18.9,225000
2011,80000,1,20.36,240000
2004,90000,3,18.9,33351
2010,80000,2,18,80000
2004,120000,1,16.1,40000
2019,50000,2,21.9,1100000
2017,9000,1,13.6,2711000
2019,20000,1,22.37,5150000
2017,45000,1,19.33,3200000
2015,110000,1,14.1,503000
2019,20000,1,18,3800000
2016,68089,1,19.16,2000000
2013,58343,1,21.79,225000
2018,38817,1,27.39,740000
2016,56494,1,18.2,550000
2013,79328,2,12.99,750000
2019,5621,1,22,650000
2017,25538,1,16.78,625000
2018,69779,1,22,600000
2017,56290,1,24,450000
2019,7500,1,16.78,5400000
2019,8500,1,16.78,5500000
2019,7032,1,19,779000
2016,11000,1,14.3,645000
2018,2000,1,16.8,2475000
2016,80000,2,24.4,380000
2011,120000,2,11.57,300000
2014,50000,1,22.74,240000
2011,70000,1,22.9,325000
2016,130000,1,25.32,400000
2017,50000,1,21.04,800000
2018,80000,1,23,950000
2013,120000,4,22.9,300000
2020,5000,1,22.05,350000
2017,59000,1,18.15,530000
2013,100000,3,18.2,350000
2008,50000,1,11,168000
2016,45000,2,25.17,240000
2010,80000,4,19.3,220000
2008,80000,4,18.9,110000
2016,100000,1,24.3,850000
2014,110000,1,20.77,545000
2018,24000,1,13.68,2064000
2018,25000,1,25.1,950000
2013,68697,3,21.1,200000
2017,30000,1,25.2,660000
2013,40000,2,25.8,420000
2010,29000,1,16.5,150000
2013,68000,2,25.44,175000
2018,15000,1,18.1,750000
2014,70000,1,23.2,425000
2015,126000,3,21.43,790000
2011,300000,3,12.8,830000
2015,94000,2,24.5,650000
2015,129000,3,21.43,780000
2010,55000,2,19.81,180000
2019,40000,1,23,869999
2011,50000,1,21.12,275000
2017,25000,2,18.6,630000
2008,60000,2,13.4,150000
2016,25000,1,22.74,315000
2011,70000,2,23.57,189000
2014,120000,1,23.4,580000
2018,35000,1,24.3,825000
2016,60000,2,14.1,650000
2004,62000,2,13,50000
2011,120000,2,16.25,200000
2013,120000,3,15.42,135000
2017,80000,1,22.54,680000
2017,80000,1,22.54,670000
2010,60000,1,16.73,1000000
2010,80000,2,20.92,240000
2014,147279,2,17,555000
2013,98000,1,20.5,455000
2018,25000,1,28.4,750000
2016,90000,1,26.59,700000
2016,22000,1,21.9,220000
2014,120000,1,25,160000
2013,100000,2,22.1,225000
2008,120000,2,19.09,140000
2014,70000,2,23.4,600000
2015,24700,1,16,1000000
2008,100000,3,18,65000
2019,10000,1,20.89,500000
2017,88754,1,16,1100000
2017,43526,1,16,1150000
2012,55885,1,16.25,320000
2019,16034,1,21.7,950000
2012,156040,1,20,250000
2004,93415,1,13.1,400000
2008,122000,2,18.48,1100000
2017,20000,1,27.39,600000
2017,46000,1,22,509999
2016,50000,3,15.41,395000
2018,5000,1,21.79,469000
2017,42000,1,24.7,250000
2011,68519,1,16.2,130000
2019,30000,1,23,906000
2011,85000,1,20,160000
2012,88000,1,17.5,300000
2010,100000,4,14,60000
2014,100000,2,19.1,400000
2018,22966,1,23.84,450000
2014,80000,2,15.96,465000
2012,80000,2,22.9,325000
2008,70000,2,19.7,150000
2014,2350,1,21.1,250000
2011,50000,1,19.7,175000
2010,58000,1,19.7,175000
2006,80000,2,16.9,150000
2018,60000,1,16.5,797000
2019,35000,1,18.6,800000
2019,59872,1,15.96,750000
2011,140000,2,13.5,400000
2012,110000,1,19.7,160000
2016,91182,1,15.96,700000
2010,60000,3,19.7,160000
2012,100000,1,21.27,400000
2013,120000,1,23.59,451000
2002,80000,1,16.1,40000
2012,70000,3,21.12,300000
2017,59500,2,23.1,421000
2016,45000,1,24.3,950000
2011,75500,2,23,395000
2016,46000,2,24.3,950000
2013,60000,1,22.74,270000
2009,60000,2,15,360000
2008,152500,1,17.8,235000
2014,60000,2,13,1850000
2015,130000,1,12.55,1900000
2017,23456,1,18.9,550000
